ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-01-31,4124.992797520001,4072.3014778198535,4209.608530784138,4124.992797520001,4124.992797520001,15.189168285238921,15.189168285238921,15.189168285238921,15.189168285238921,15.189168285238921,15.189168285238921,0.0,0.0,0.0,4140.18196580524
2023-02-01,4120.299045453836,4057.7249830598585,4190.913130942994,4120.299045453836,4120.299045453836,6.38523661343261,6.38523661343261,6.38523661343261,6.38523661343261,6.38523661343261,6.38523661343261,0.0,0.0,0.0,4126.684282067268
2023-02-02,4115.605293387672,4054.896096615763,4192.701708415245,4115.605293387672,4115.605293387672,9.861556687086532,9.861556687086532,9.861556687086532,9.861556687086532,9.861556687086532,9.861556687086532,0.0,0.0,0.0,4125.466850074758
2023-02-03,4110.911541321508,4061.2307441486023,4193.954671076132,4110.911541321508,4110.911541321508,13.910139950123787,13.910139950123787,13.910139950123787,13.910139950123787,13.910139950123787,13.910139950123787,0.0,0.0,0.0,4124.821681271632
2023-02-06,4096.830285123015,4048.0389508188227,4179.193084711228,4096.830285123015,4096.830285123015,17.730042115062652,17.730042115062652,17.730042115062652,17.730042115062652,17.730042115062652,17.730042115062652,0.0,0.0,0.0,4114.560327238078
2023-02-07,4092.13653305685,4045.5990208273097,4171.31423330524,4092.13653305685,4092.13653305685,15.18916828531647,15.18916828531647,15.18916828531647,15.18916828531647,15.18916828531647,15.18916828531647,0.0,0.0,0.0,4107.325701342166
2023-02-08,4087.4427809906856,4029.1628483169234,4163.606778842511,4087.4427809906856,4087.4427809906856,6.385236613430868,6.385236613430868,6.385236613430868,6.385236613430868,6.385236613430868,6.385236613430868,0.0,0.0,0.0,4093.8280176041167
2023-02-09,4082.749028924521,4030.065052828027,4159.970782497926,4082.749028924521,4082.749028924521,9.861556687103871,9.861556687103871,9.861556687103871,9.861556687103871,9.861556687103871,9.861556687103871,0.0,0.0,0.0,4092.610585611625
2023-02-10,4078.055276858357,4027.6929873660592,4158.922445040355,4078.055276858357,4078.055276858357,13.910139950123874,13.910139950123874,13.910139950123874,13.910139950123874,13.910139950123874,13.910139950123874,0.0,0.0,0.0,4091.9654168084808
2023-02-13,4063.9740292637457,4016.478145373433,4149.553923369539,4063.9740292637457,4063.9740292637457,17.73004211509468,17.73004211509468,17.73004211509468,17.73004211509468,17.73004211509468,17.73004211509468,0.0,0.0,0.0,4081.7040713788406
2023-02-14,4059.280280065542,4010.2230341660493,4143.379400217101,4059.280280065542,4059.280280065542,15.189168285269256,15.189168285269256,15.189168285269256,15.189168285269256,15.189168285269256,15.189168285269256,0.0,0.0,0.0,4074.469448350811
2023-02-15,4054.5865308673388,3992.5160491184715,4127.12361495326,4054.5865308673388,4054.5865308673388,6.385236613426323,6.385236613426323,6.385236613426323,6.385236613426323,6.385236613426323,6.385236613426323,0.0,0.0,0.0,4060.9717674807653
2023-02-16,4049.892781669135,3991.154205314167,4122.216409421818,4049.892781669135,4049.892781669135,9.861556687104084,9.861556687104084,9.861556687104084,9.861556687104084,9.861556687104084,9.861556687104084,0.0,0.0,0.0,4059.754338356239
